Endemic_Potential_R0,Endemic_Potential_Duration,Demography_Urban_Rural_Split,Demography_Population_Density,Environmental_Index,Socio_economic_Gini_Index,Socio_economic_Poverty_Rates,Communication_Affordability,Socio_economic_GDP_per_capita,Socio_economic_Employment_Rates,Socio_economic_Education_Levels
4.0809503,1.7655562,0.9835845,96.585655,0.39651802,0.6365659,0.7182398,0.21812515,2600.6729,0.6207771,0.70339346
15.03717,24.027157,0.85337204,438.36517,0.6021844,0.3403388,0.62191236,0.5345716,3994.3096,0.60337234,0.45701355
2.1538577,4.879541,0.6879554,358.11414,0.26315445,0.75586754,0.6496456,0.49083748,4806.339,0.29867855,0.4690904
3.2641678,12.53919,0.70918304,383.32855,0.35093018,0.68380016,0.77694803,0.27917543,10256.052,0.39905286,0.22805496
1.4844956,3.1645348,0.35679775,112.60686,0.55651784,0.6445272,0.7546254,0.4223483,1547.9502,0.47526312,0.48902342
329.98822,23.987902,0.39190033,149.65704,0.7434793,0.7426718,0.885984,0.31308076,4879.829,0.5673869,0.58878386
13.5583515,6.509741,0.69442207,580.71625,0.60419,0.6152244,0.24282712,0.17760445,7884.1504,0.21745312,0.7907469
2.947364,2.4394028,0.4679399,229.30637,0.58590716,0.109915376,0.2800014,0.33384532,5383.9805,0.6192784,0.37717074
3.8122282,8.935029,0.21458414,980.6677,0.4581945,0.5105676,0.26293942,0.64718884,2206.2903,0.21417195,0.78430074
1.6859814,7.1496215,0.81644833,221.92944,0.11880764,0.15864722,0.36269704,0.09973745,2501.5383,0.5830991,0.028138
2.471546,7.48765,0.68810916,583.5208,0.44916686,0.51136744,0.34122485,0.356034,4370.0513,0.4621745,0.6758254
11.1052685,10.98248,0.2111456,221.79358,0.57703274,0.25243196,0.71002585,0.52647036,11330.764,0.10306695,0.64730555
5.812229,5.6966505,0.3735279,110.15014,0.5011082,0.9456809,0.4440136,0.4033314,5054.576,0.87674206,0.43726185
3.7865474,2.5292501,0.83560103,674.1063,0.27134898,0.91318905,0.38772362,0.45400265,6556.712,0.39620665,0.36185655
14.7201,7.015579,0.44739702,660.7282,0.57766336,0.8402045,0.40061718,0.3694721,53935.848,0.6656311,0.56250995
3.0058093,8.066395,0.33638817,1401.3748,0.70099914,0.47270745,0.6851161,0.68210524,1130.914,0.43319872,0.18676114
2.6976113,7.3133364,0.48113135,186.06488,0.70405173,0.8179695,0.55489177,0.8224777,1944.523,0.92088246,0.2915162
1.1590953,2.3293192,0.5448781,720.9455,0.39715046,0.5201414,0.5111171,0.8439403,4880.3657,0.93984216,0.5720247
2.2663107,15.952712,0.6419089,656.9776,0.08293716,0.61572075,0.7749872,0.632097,3367.0474,0.7949691,0.7671797
2.6874487,7.530799,0.17508565,808.8102,0.18090682,0.6646514,0.573454,0.2551387,7991.403,0.3552713,0.3196238
3.4844904,7.7863417,0.44328228,226.44937,0.6103501,0.6202502,0.58447635,0.3821483,43378.035,0.38851133,0.4505228
2.2027397,18.021769,0.47864178,178.24353,0.8175776,0.49236318,0.49980786,0.64236456,2635.6482,0.60366994,0.45892644
2.1747394,6.7980814,0.22440495,1125.8318,0.48681286,0.68971986,0.9764338,0.65029377,3904.0635,0.6718765,0.17195487
2.846513,4.491041,0.20334798,1091.0498,0.5591353,0.850833,0.13289373,0.5043536,7600.316,0.49715653,0.34005907
1.903124,4.810671,0.87059474,1551.9791,0.3424745,0.310302,0.7444692,0.73174804,7618.031,0.22805695,0.695854
3.362761,10.859844,0.74129957,210.63402,0.20158851,0.36071327,0.27555737,0.30679166,4465.884,0.59471786,0.7672112
1.6219664,10.05439,0.3995914,62.75509,0.6128313,0.6802713,0.45331806,0.56207365,1805.2776,0.6849717,0.5586272
13.237275,10.135231,0.27164534,850.0744,0.3326134,0.75936836,0.48453626,0.3801969,3956.5312,0.6830614,0.6115949
3.8817952,4.1895328,0.6477544,195.85562,0.32879007,0.27984044,0.9222879,0.54474926,3712.9214,0.58542615,0.8746761
5.0572176,7.992749,0.3287243,154.19144,0.23996185,0.5867625,0.44799173,0.04352168,20014.092,0.38446352,0.2743598
3.0416055,8.64765,0.81472796,97.045876,0.22772107,0.41596943,0.08901452,0.0988371,2925.876,0.23425451,0.29649988
1.4450145,13.167736,0.46703452,311.87808,0.49098268,0.53258383,0.38837996,0.6731312,46773.504,0.7035317,0.5887581
4.0937996,5.117257,0.5620699,416.74307,0.47241813,0.87313753,0.5770739,0.47177878,7252.3916,0.87651914,0.863418
1.9242274,11.04666,0.9641039,59.15922,0.6729119,0.66831136,0.83805245,0.3024566,10268.403,0.31185457,0.6374657
12.909358,14.398875,0.6840725,817.9907,0.636616,0.8374364,0.86680955,0.31119806,4434.777,0.4552182,0.3662473
4.407342,9.319758,0.085925296,114.80509,0.8487954,0.78519,0.3956696,0.83099216,5924.0337,0.66441834,0.08593313
4.276845,5.6266146,0.3111192,64.06356,0.44177753,0.31149462,0.5108312,0.7616119,2448.7954,0.22112498,0.5643167
2.1350791,8.322405,0.44195467,299.4822,0.6971787,0.3897835,0.8738819,0.23394033,4071.1792,0.5258808,0.55138266
5.052355,7.431638,0.45976067,157.82568,0.72978204,0.74277663,0.61156195,0.57622755,4005.6362,0.3683767,0.69331086
2.132123,6.3894997,0.4692922,401.6698,0.29397598,0.7867461,0.78407466,0.16652969,10428.015,0.6881734,0.6316384
13.92278,14.127438,0.26061538,79.92762,0.22387156,0.09625643,0.8482447,0.18514821,13239.22,0.75350124,0.7226959
16.56731,21.68444,0.7008687,222.93282,0.59494174,0.53830314,0.69055974,0.22939646,5894.4297,0.31548706,0.7988799
3.7055528,9.50435,0.7549357,1477.5621,0.56375325,0.69328684,0.9525814,0.5864353,1025.14,0.30725923,0.5612915
2.188859,5.732314,0.68528265,197.41504,0.6117165,0.77799165,0.79375863,0.45119113,35033.414,0.8413291,0.5333772
14.922093,11.42595,0.34569272,196.5179,0.075208254,0.744899,0.74872273,0.5818074,26400.422,0.29645565,0.28582928
3.7134047,7.5219836,0.22387667,28.73596,0.6484812,0.32108033,0.5222694,0.37639537,15047.874,0.5633994,0.46152568
4.522315,9.608403,0.6441044,434.04517,0.66589457,0.116898485,0.35754946,0.6151392,5372.423,0.19635832,0.26934585
16.504747,14.914733,0.3069232,497.7535,0.8181399,0.07147945,0.76721853,0.9121212,8096.959,0.6727133,0.9276012
3.0582263,9.56183,0.6813768,251.69827,0.6035557,0.16499203,0.58834195,0.684369,5741.9595,0.7199906,0.5944141
187.15114,11.571814,0.5913234,48.79167,0.65768003,0.47484678,0.5553473,0.5925868,4253.5654,0.04104748,0.56625074
16.84462,5.9543805,0.38033554,159.59239,0.65792435,0.14749984,0.7321447,0.37695855,4220.244,0.77251726,0.3272613
1.8858486,3.2490737,0.5467733,571.2727,0.47008836,0.53745013,0.17129841,0.7224712,3277.5315,0.6090147,0.30729887
2.5380592,7.921582,0.8371701,230.40689,0.33234808,0.5215797,0.5251808,0.78284794,7456.1587,0.3044715,0.9747791
2.3124547,21.342451,0.32747433,701.1833,0.9395317,0.75248015,0.20804277,0.8242533,1481.0972,0.23695678,0.6179046
4.5056677,7.286227,0.42822456,383.15274,0.5952228,0.29396704,0.815616,0.16580966,7751.2437,0.4217185,0.76420516
14.62003,22.412947,0.6255008,766.3884,0.5315258,0.33809423,0.5818436,0.30208084,9182.535,0.83014715,0.4457873
2.9488885,11.471229,0.67871135,170.12743,0.19152713,0.5053769,0.33701274,0.5466293,3646.332,0.8572672,0.29736018
4.6642575,3.4707766,0.30671695,189.42543,0.4352803,0.61228293,0.78359896,0.4583932,4733.9316,0.4661895,0.30288565
12.49411,5.026008,0.3235508,483.96936,0.27801165,0.5302476,0.60425466,0.087466374,18983.645,0.3065525,0.46528637
2.0931082,17.906183,0.5877171,155.75287,0.5451752,0.43076962,0.24493884,0.27884644,8680.563,0.90731806,0.24907826
4.3926764,2.8607512,0.9759462,74.531845,0.5255989,0.7271479,0.5549997,0.5472274,8671.368,0.65715325,0.87365896
2.8962262,9.262752,0.5856136,1504.6262,0.5845537,0.83775425,0.3491736,0.603423,16715.441,0.533008,0.90556127
4.4816704,3.5311153,0.4799304,114.34749,0.6839819,0.27504915,0.16397956,0.53985363,14231.336,0.6506581,0.74543947
2.707499,9.249859,0.88401616,53.049156,0.43890795,0.60607624,0.50824714,0.831894,29383.9,0.68835706,0.44070843
1.7308769,1.2965429,0.43066344,162.17233,0.30816305,0.39243028,0.81403226,0.56427866,5773.382,0.33236066,0.34319475
11.621577,9.968826,0.58388716,149.28905,0.7491615,0.45824718,0.7760967,0.23426941,18170.39,0.12089307,0.7475092
1.7345899,4.895421,0.5868297,415.02878,0.87023914,0.7544346,0.23253968,0.6054443,2774.48,0.6476554,0.83164656
15.150775,9.019054,0.81756544,152.09715,0.75635463,0.28154838,0.5617723,0.091912456,4543.0776,0.7394071,0.8469301
5.3786793,3.3313706,0.1798551,299.42023,0.28200537,0.12958764,0.6323822,0.43073785,3543.4558,0.46322703,0.76402795
6.3040466,3.3468099,0.5457918,761.15704,0.71565276,0.88762444,0.8708628,0.43518335,17672.87,0.60902977,0.5588537
1.5089006,18.170547,0.7055155,245.53653,0.19971932,0.49913064,0.61181784,0.4061915,6217.6353,0.16665654,0.59348506
2.5039306,7.7840858,0.8497082,294.51007,0.17226426,0.48293918,0.8648765,0.055713814,15201.574,0.5009585,0.70825845
5.84758,7.2958694,0.3352665,173.2987,0.707208,0.5909695,0.5481514,0.41371998,3175.2822,0.5581049,0.29250762
13.751017,8.111286,0.30301434,225.11163,0.55400276,0.4115674,0.49394116,0.18456605,14071.646,0.21318662,0.5902537
2.8220634,7.5783806,0.45093605,216.2066,0.674723,0.69299805,0.5738263,0.22238491,4453.325,0.69310635,0.8012927
11.175596,6.5848093,0.65144885,132.04942,0.5725499,0.691122,0.34206936,0.28843516,1671.9745,0.20641215,0.36001185
2.9570563,6.819819,0.38829708,322.20483,0.6741111,0.68694603,0.55078006,0.09416196,1938.7787,0.86898404,0.6020806
314.53415,19.57743,0.09995604,87.66944,0.48240697,0.2762458,0.31482378,0.63366175,17485.15,0.4011546,0.7514892
4.1546025,2.0477786,0.709673,220.04958,0.18820706,0.6380665,0.9577786,0.09250724,7456.721,0.32198626,0.76212955
1.5544217,16.072895,0.2588512,280.5818,0.74242884,0.37521744,0.4590206,0.46226263,6435.9155,0.7598352,0.7510219
3.5588238,4.526884,0.78848976,519.3064,0.28223908,0.878785,0.5164649,0.2809713,2476.908,0.9649687,0.5739837
12.4196615,3.8114085,0.22718975,128.39319,0.92871755,0.66985184,0.94108266,0.6299809,4179.8516,0.5860806,0.70516515
5.3534613,6.1260037,0.485695,1300.3412,0.65559477,0.7347663,0.69111544,0.3722271,11126.894,0.3457831,0.6159876
236.12465,7.2293744,0.5929475,765.9023,0.27900556,0.55426633,0.8010882,0.18692073,1923.6155,0.45339245,0.7112492
2.9791281,7.370224,0.6675598,66.33729,0.66080403,0.70874834,0.37294835,0.59079003,2845.3977,0.87140995,0.25785312
12.479212,12.05674,0.6753971,155.28584,0.74541926,0.56049055,0.5089012,0.1745825,5948.9976,0.6055731,0.15115039
1.7439783,2.990054,0.2541668,245.79588,0.53807,0.6310084,0.61424047,0.3162823,2254.5627,0.44497767,0.50441545
14.83496,18.247879,0.29242268,312.75375,0.3707387,0.44835484,0.6808739,0.47827533,8687.219,0.5232184,0.7811438
1.940953,19.446983,0.2734685,564.05396,0.10086607,0.9287047,0.7772854,0.3912757,9397.463,0.447005,0.47449854
4.560176,6.4218397,0.046804834,504.06235,0.32917285,0.23244126,0.5280681,0.39846852,2593.2908,0.76884943,0.7665633
3.1100178,11.991992,0.51357126,133.51968,0.855586,0.3284989,0.5924956,0.72539514,20645.977,0.88134384,0.7674348
1.634018,5.30872,0.6315429,79.146545,0.32431537,0.38828772,0.6941049,0.53077495,9059.905,0.22137682,0.7669067
150.7444,13.599004,0.36743796,120.7126,0.46044332,0.63921714,0.6153407,0.44824022,1763.9672,0.5438415,0.2953186
3.8240733,7.5822864,0.5586136,96.006836,0.1622944,0.26382747,0.98204917,0.901473,2655.9785,0.38974413,0.66399807
15.35823,20.39644,0.40986508,67.641174,0.57659465,0.19204694,0.21954988,0.5896231,26119.426,0.4135246,0.59525543
1.5888577,12.790936,0.76445353,153.94171,0.6831497,0.4002671,0.32466567,0.59005743,6101.0425,0.46539935,0.4273435
1.3751152,3.5507805,0.4508766,195.09126,0.0752768,0.7024556,0.32087353,0.14168583,4743.812,0.5783719,0.4107616
12.032338,9.33096,0.37441316,192.37793,0.54734147,0.51279706,0.617327,0.18709633,1881.0648,0.66849786,0.67789453
3.781924,7.4908757,0.7155209,59.17505,0.4968476,0.45368108,0.7725217,0.49602324,8153.8613,0.72075284,0.5494935
4.575084,7.436101,0.6209775,141.3598,0.43251503,0.80696756,0.6187225,0.5383107,5253.0986,0.09612331,0.40874615
5.071639,7.0210676,0.6020097,1426.7645,0.8287293,0.85865945,0.12882212,0.2598426,1814.9619,0.78104794,0.9193364
12.784324,10.90453,0.40827873,120.60294,0.43117943,0.5958053,0.23560637,0.32819238,2756.165,0.51458794,0.7452921
1.3024701,1.615066,0.39165843,122.240456,0.499252,0.4247533,0.33443472,0.43990606,7666.0293,0.7000379,0.3256142
2.1355793,4.2513947,0.37569165,340.7143,0.55368197,0.6273977,0.29023853,0.2960575,12754.478,0.38047972,0.48239523
1.4046781,1.4992943,0.30763435,483.9931,0.2652348,0.1483477,0.81435674,0.3668657,3362.9753,0.49178898,0.6862399
4.7909865,1.9584737,0.43384376,79.0995,0.8207183,0.2526444,0.7795524,0.4390642,18645.559,0.7498261,0.27434194
2.2831075,5.787753,0.68444735,850.048,0.15188617,0.48262382,0.87372875,0.44255692,5794.051,0.81600416,0.5396491
1.9076681,5.4473133,0.7316025,160.0879,0.32756305,0.7119542,0.8092869,0.5572689,4070.039,0.50832045,0.3389386
4.4548273,8.546103,0.21792963,311.03925,0.64245063,0.07671921,0.34158722,0.7327,1859.16,0.78906363,0.5155692
2.4169738,3.2504616,0.53603905,40.598495,0.174375,0.52097285,0.42079312,0.6289486,4662.4023,0.3414664,0.697809
3.1009338,6.954049,0.33071196,715.20703,0.738723,0.7382225,0.5291283,0.28795835,6754.8706,0.12344841,0.43996993
4.7268248,5.455201,0.5327086,99.5827,0.53484875,0.8084656,0.4942629,0.7603323,3077.4788,0.5218949,0.35548112
3.017163,9.664355,0.5786678,238.3519,0.06664784,0.48182517,0.36854148,0.10087268,28585.682,0.5939559,0.52467215
4.0678797,9.351002,0.2972662,375.5578,0.55717576,0.3610545,0.5100342,0.3112571,7336.032,0.16788004,0.36980146
2.3861709,8.274512,0.25449634,202.89824,0.2832964,0.17829986,0.39014173,0.3786996,3695.41,0.30252087,0.5910328
4.2893414,2.9102557,0.9423541,1227.808,0.35145938,0.4574825,0.6610085,0.61183184,3007.0928,0.698364,0.35552883
2.2353566,15.124421,0.51614296,141.70628,0.38445136,0.8311586,0.7303257,0.83911896,25739.506,0.77117616,0.7991396
14.4192,14.560877,0.4854987,104.06018,0.6571165,0.2459249,0.63198894,0.053172708,5507.7646,0.46711737,0.47305238
14.410202,14.493586,0.2221744,166.62411,0.9367843,0.6560819,0.84833014,0.6095771,3100.36,0.6273114,0.5281658
2.0801172,1.6457504,0.41320837,229.52052,0.27178544,0.17825381,0.1156019,0.2160023,5399.599,0.41520008,0.6861736
11.795949,10.700694,0.889992,260.49832,0.64497966,0.20691551,0.5348421,0.5603684,5820.31,0.31846657,0.8922646
3.5556269,1.7860571,0.8456704,320.19437,0.53559226,0.7773614,0.49448353,0.8437966,7872.367,0.36989957,0.85798395
2.5871804,4.9681773,0.23808499,290.32767,0.74106216,0.5036493,0.40090117,0.070356235,3945.9282,0.5803129,0.52915376
2.4746711,4.595739,0.6272745,52.634098,0.13477892,0.3262185,0.6518708,0.37223956,11030.017,0.57715786,0.14164405
4.5817823,9.071853,0.8183186,171.06648,0.54257643,0.6422054,0.56452197,0.4831151,29679.059,0.6851486,0.58991325
5.9043007,7.857186,0.8294031,432.8604,0.7204807,0.72047096,0.2811907,0.12060916,3756.4382,0.6237516,0.2295044
1.912168,4.1295915,0.43059763,316.4996,0.7749121,0.17271906,0.50048053,0.883457,5409.6685,0.47104883,0.21743593
12.96385,14.72653,0.4293484,729.8953,0.54568046,0.29628268,0.63376606,0.6372171,35214.504,0.60577726,0.25829673
2.2922583,3.5876927,0.28419858,358.60773,0.7219794,0.92268413,0.47437215,0.5661796,22523.156,0.42009184,0.2796122
4.286405,6.8472104,0.5885542,65.55311,0.7174,0.43282586,0.68579024,0.53107506,3585.7666,0.6647508,0.43689957
2.134704,6.051687,0.17082778,168.77129,0.4125817,0.81980944,0.8263486,0.7262562,7148.857,0.5095774,0.61085486
1.750217,1.6773568,0.38455597,400.0552,0.5379392,0.5452014,0.61952984,0.30787018,6248.5513,0.3645306,0.41889524
4.406361,4.521889,0.45721745,218.71066,0.70895845,0.59037423,0.39272168,0.3586,6514.33,0.6946095,0.87624633
3.446796,8.634165,0.58172506,364.48685,0.45758235,0.20265648,0.63695985,0.30885357,3575.1086,0.48112386,0.39661282
3.2933097,2.7786655,0.26015294,225.64145,0.53273016,0.92451346,0.5243664,0.14736305,6560.983,0.55605096,0.6452586
4.49309,3.7216094,0.68166083,646.66327,0.87062734,0.4554109,0.49423966,0.16910608,10298.3955,0.7760879,0.5792162
15.086054,14.573115,0.24522266,403.18515,0.32937777,0.47611785,0.10894808,0.2290423,27140.457,0.503106,0.8749701
17.531773,5.625203,0.24419262,114.18124,0.69680786,0.32813203,0.76890135,0.6887723,4744.41,0.06594167,0.87256825
12.213726,8.323494,0.37927577,697.8532,0.6749039,0.36467546,0.30884886,0.330441,4918.054,0.57895344,0.9488893
4.125904,2.8671734,0.28935874,283.14587,0.8086206,0.2107619,0.4494332,0.3522194,3761.9658,0.911711,0.8634136
1.7584088,9.735852,0.66885054,211.26323,0.5984491,0.45145696,0.38926637,0.45544854,9309.774,0.27437526,0.7593748
1.6037188,5.135119,0.6006909,923.1453,0.18138912,0.36261338,0.7657943,0.2596596,8157.678,0.39905086,0.40804935
1.4442157,3.160483,0.4884976,121.684105,0.61413634,0.6306999,0.11842919,0.4576496,14287.783,0.29887578,0.778951
2.2925975,4.473661,0.11417821,103.94171,0.2669133,0.67507243,0.68422896,0.5750219,6353.7183,0.8303036,0.8817728
4.3512793,1.6938252,0.45517695,98.315315,0.71799713,0.33826876,0.7256273,0.6719857,25465.451,0.36808664,0.78771013
13.052767,4.3427105,0.5613505,39.70236,0.57484084,0.5250123,0.25049618,0.3182913,1795.8856,0.30890596,0.18244866
3.4754655,9.624777,0.92439806,142.75323,0.9021385,0.21863204,0.96012396,0.50760573,14821.099,0.36879203,0.54875886
3.2476068,4.3179116,0.8328234,892.8655,0.518554,0.27907377,0.39788404,0.66922134,9555.192,0.62662834,0.47213212
1.5638818,13.307208,0.41153052,226.41028,0.5342456,0.42349985,0.8729105,0.22190459,6989.815,0.7842267,0.6013338
2.5031784,19.74239,0.53328353,1493.9006,0.14662191,0.091159366,0.39261612,0.39175284,5460.0986,0.7783385,0.40670863
14.252416,11.930217,0.568407,112.88751,0.046643108,0.3785042,0.423089,0.19255409,10245.765,0.63653344,0.047321927
3.212521,8.888251,0.64562637,81.871315,0.27730805,0.67438525,0.9461875,0.6183715,3494.0154,0.36351377,0.7803037
4.8616495,7.9311323,0.8580218,505.14395,0.4038269,0.16834383,0.44131863,0.27456766,5523.8643,0.8280498,0.78294027
2.568997,9.869027,0.16919777,40.888657,0.5751399,0.18300538,0.5579521,0.6119637,4527.242,0.94363755,0.11711529
4.194533,2.4189637,0.44303402,483.60822,0.19604139,0.22940876,0.34733218,0.7524623,14463.676,0.90278924,0.31126666
2.1969535,2.043587,0.17000715,253.7671,0.21802504,0.39179024,0.47211048,0.25891787,8762.242,0.68354744,0.2601723
1.3362527,2.4307973,0.40714243,267.13504,0.47521478,0.39691022,0.7954415,0.767048,10443.888,0.3137671,0.2630044
4.087775,4.8911095,0.6080081,1091.538,0.47385758,0.29697108,0.45774993,0.0665773,102478.19,0.8366482,0.50885737
13.369923,3.9627652,0.34751302,247.40067,0.61049634,0.14806549,0.60834676,0.2592052,10309.399,0.8013776,0.6077185
4.81732,6.0003695,0.40528828,685.28564,0.57840717,0.64900523,0.62859917,0.19563732,3565.8171,0.60704994,0.29733574
4.368548,7.988348,0.5981034,499.13177,0.753474,0.64677805,0.41029632,0.39656398,2672.514,0.4642542,0.49812275
331.16754,11.350042,0.40469518,175.48305,0.5500213,0.40770867,0.26686913,0.43930152,2537.1174,0.5941713,0.864823
1.9152836,1.7981466,0.55968535,396.68738,0.6857529,0.75777,0.46294227,0.6306089,22221.686,0.20380093,0.36696628
13.767357,10.804083,0.4108455,154.18088,0.21702622,0.363549,0.5496576,0.88787544,14588.155,0.37450314,0.29400352
3.1559517,3.2643652,0.8532272,123.211235,0.13430847,0.4745036,0.65683067,0.3875315,5355.8223,0.34623575,0.47250837
1.8987236,14.579972,0.5025742,305.37076,0.20000413,0.13903967,0.51703775,0.69047487,1147.6257,0.18949863,0.6495579
1.274391,11.865792,0.4672404,78.23923,0.45815098,0.7095794,0.37919953,0.5495651,4617.5034,0.8810048,0.88604546
3.7220633,2.6260817,0.44960487,2000.0,0.3661746,0.38978606,0.47842795,0.5242817,5701.082,0.9586152,0.6878551
1.3547564,3.3451374,0.41881388,132.27957,0.7110846,0.30818787,0.69529164,0.5311157,3763.1067,0.5311743,0.6905429
12.411503,3.0767996,0.32611218,2000.0,0.6011418,0.115541644,0.9634373,0.86009115,2215.2935,0.086877726,0.8816087
15.0107,14.834569,0.18634692,88.740974,0.5733246,0.54677284,0.43542996,0.27986518,7867.6646,0.604863,0.64734817
1.6553884,2.2034147,0.562664,446.0298,0.9273345,0.07949675,0.81149423,0.45493048,5495.6963,0.34832162,0.7252825
16.0337,13.185759,0.49386224,216.4731,0.29714608,0.7457032,0.55606717,0.14691697,10243.212,0.55801845,0.12109997
1.0890093,2.9997199,0.49596438,911.3904,0.28016472,0.48173434,0.770712,0.37678117,3809.3599,0.7725806,0.7027272
1.7144371,6.2081094,0.47147432,701.14154,0.3590692,0.65462995,0.673794,0.62408775,3544.3247,0.69165564,0.7061074
